Ссылка,Название должности,Зарплата,Необходимый опыт,Название компании,Город,Станция метро
https://hh.ru/vacancy/112593330?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике ВЭД Китай (сувенирная продукция),Информация отсутствует,Информация отсутствует,BLB Корпоративные подарки,Москва,Электрозаводская
https://hh.ru/vacancy/112168428?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,"Главный специалист по логистике, г. Москва (морские, речные перевозки)",Информация отсутствует,Информация отсутствует,ООО Северная Логистика,Москва,Информация отсутствует
https://hh.ru/vacancy/110624831?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по работе с клиентами/Логист/Диспетчер,Информация отсутствует,Информация отсутствует,ООО ТехПромЛогистик,Москва,Воронцовская
https://hh.ru/vacancy/111601611?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике/диспетчер логист,Информация отсутствует,Информация отсутствует,ООО ЕРТ,Москва,Беговая
https://hh.ru/vacancy/111804238?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,Gloris Expo,Москва,Воронцовская
https://hh.ru/vacancy/111353091?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,SILENKO AUTOcratia,Москва,Автозаводская
https://hh.ru/vacancy/110942202?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике в транспортную компанию,Информация отсутствует,Информация отсутствует,ООО Парус,Москва,Информация отсутствует
https://hh.ru/vacancy/111406864?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Ведущий менеджер по логистике в транспортную компанию,Информация отсутствует,Информация отсутствует,ООО Парус,Москва,Информация отсутствует
https://hh.ru/vacancy/111611913?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Логистическая компания МИР,Москва,Информация отсутствует
https://hh.ru/vacancy/111796915?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,BrainStorm,Москва,Алтуфьево
https://hh.ru/vacancy/111612178?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО ДКО Кран,Москва,Информация отсутствует
https://hh.ru/vacancy/112140141?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,"Менеджер по логистике и сервису (мебель, премиум)",Информация отсутствует,Информация отсутствует,ЛАВСИТ,Москва,Информация отсутствует
https://hh.ru/vacancy/110903959?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Альфа-Транс,Москва,Дмитровская
https://hh.ru/vacancy/110905293?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист по логистике,Информация отсутствует,Информация отсутствует,ООО Азия Транс Карго,Москва,Молодежная
https://hh.ru/vacancy/108634653?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО АВРОРА+,Москва,Информация отсутствует
https://hh.ru/vacancy/112592915?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике и отгрузкам на маркетплейс Wildberries,Информация отсутствует,Информация отсутствует,Yagadget,Москва,Информация отсутствует
https://hh.ru/vacancy/112577458?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Главный специалист отдела логистики и таможенного сопровождения,Информация отсутствует,Информация отсутствует,ООО СНФС (ЭЛОС),Москва,Воронцовская
https://hh.ru/vacancy/111606691?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ИП Дробышева Елена Александровна,Москва,Гражданская
https://hh.ru/vacancy/111607499?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Авинэкс,Москва,Информация отсутствует
https://hh.ru/vacancy/102332727?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике / Специалист по транспортной логистике,Информация отсутствует,Информация отсутствует,АО ОЧАКОВО,Москва,Говорово
https://hh.ru/vacancy/111343367?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Диспетчер-логист / Оператор,Информация отсутствует,Информация отсутствует,ООО ТК АЛЬМАГЕСТ,Москва,Угрешская
https://hh.ru/vacancy/112301565?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по грузоперевозкам/Логист на привлеченный транспорт,Информация отсутствует,Информация отсутствует,ООО Волк,Москва,Информация отсутствует
https://hh.ru/vacancy/111771726?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,IBC (International Bakery Corporation),Москва,Достоевская
https://hh.ru/vacancy/111338338?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Лава,Москва,Румянцево
https://hh.ru/vacancy/112314318?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по работе с клиентами и сбыту/логист,Информация отсутствует,Информация отсутствует,АнКонсалт,Москва,Информация отсутствует
https://hh.ru/vacancy/111599955?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО ДЛТК,Москва,Информация отсутствует
https://hh.ru/vacancy/111596086?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Эвоген,Москва,Тульская
https://hh.ru/vacancy/111399805?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист по логистике (автоперевозки)/менеджер по транспортной логистике,Информация отсутствует,Информация отсутствует,ООО ТК Помор-Логистик,Москва,Информация отсутствует
https://adsrv.hh.ru/click?b=1435874&place=35&meta=L-bt0HqCb1G79gJhM9xJ1jSNSV7vuDmt-2a3KHRY4iz-Hk1Gjl3RSk4T-lF2tZ8DMU86jWEHavP92rXhVlHQTla_njDvpBiqBrlYe8SjSHAzYgswLSJsLjsrFJeWEpQc-2o8_L0W9Z1ppoHFIc5GhF457Nkb68-7u40y8pp_laTthDMQuNmjQN1FmNl2tawIWLjBP9sXpzODN05bL6jTPmSA6KG5v603GACdFuVhY55rYy00fWIDif9Rlxr_kVLxGtyr_KgFeRvcgMHhIgLb0CWaoeQAG19AryRKtzKdK_NW4X-Vw2k0sQutVhB42Bz2Ho864R_u5RXEekNFRRqNUCOV5B1Erc4qlXPEx02uRXDwbzmavjIs6uddkp-9Mh98LhXx1PQE3VrJMaiMdGoydvCWZjUadzBbq9tlhLcIOfbV7u7OMEFW5yP32ObTtSflRntuq5w4L5NX6aq7xjLUlnmJ3pxK2q55utDrB6sbL0gvFxreR8Xsm2XU1vIPTOiIHRgQOo8sOwI6snsbU9sqkw3SDUUaoHeK5x2YaJs8tXk%3D&clickType=link_to_vacancy,Курьер на велосипеде (м. Савеловская),125 000 – 250 000 ₽ до вычета налогов,Без опыта,Ozon fresh,Москва,Савёловская
https://adsrv.hh.ru/click?b=1440523&place=36&meta=Qe4wOaHqjO89fyJHhUl97DWEylAdCnIYS7Us_g-ScSGy1yvlu8P0qhLdrpKoRDBvDan8DHCaNzv6-1IXM0juyPbhkBuO7VEL3tvUgEBZ1DpsR1Ivw4rbWY8CfyK1X5GkqU9Fj9Jl9d-QvkxHYRPEWrTzETjnFtFkVWWYrcoWpPaJXGzAg7BjQmMokCThslwVWpCg5bYNvWsneKHBR-c5Ay_SxyBurSKkQ9EVIMmp8dZ8zn3DrEBbma2WlG4Ol8KQIJjFfiqTjdAL6ANm13HVRu-wqrIRreekPA3F2XMYJJmSUEmyBnLueMHLn0XcpRvxL82Ty9wxcYe-SLxXmEUEK88kFM9lDDEbo2xuVYHTB5do_bavfRKvWuFDZs3quaGhU-2AnV1prA98EBtqwm1fs-SV9ZBIqiFeXiFKtFUpeXwn71x5E5A6GXMNlguvHVYv7vMjmSMHXszg3F0On1_nlQQrJmxWNBJ_SvJPTaEWpJzae7-9UvtnJ-bsXyobNi8Fe-nEtQMIo3XLSqHDu3P6eAEcrQjEw8ZW1fbh68fRGnI%3D&clickType=link_to_vacancy,Водитель - курьер на личном автомобиле в Озон фреш (м. Аннино),150 000 – 270 000 ₽ до вычета налогов,Без опыта,Ozon fresh,Москва,Аннино
https://hh.ru/vacancy/112057532?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО ТЭК Оператор Центр,Москва,Бабушкинская
https://hh.ru/vacancy/107812585?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист отдела логистики,Информация отсутствует,Информация отсутствует,ООО Байерсдорф,Москва,Курская
https://hh.ru/vacancy/111581449?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист по логистике,Информация отсутствует,Информация отсутствует,ООО Гермес,Москва,Медведково
https://hh.ru/vacancy/112154325?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике собственного транспорта (по Москве и Московской Области),Информация отсутствует,Информация отсутствует,ООО Валда,Москва,Информация отсутствует
https://hh.ru/vacancy/110871170?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист-экспедитор удаленно,Информация отсутствует,Информация отсутствует,ООО Есг,Москва,Информация отсутствует
https://hh.ru/vacancy/111318892?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист отдела логистики,Информация отсутствует,Информация отсутствует,ООО Буш-Автопром,Москва,Перерва
https://hh.ru/vacancy/110871940?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист (мультимодальные перевозки),Информация отсутствует,Информация отсутствует,ООО ТЭК Азия Транс,Москва,Семеновская
https://hh.ru/vacancy/111749775?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО ТрансЛайн,Москва,Информация отсутствует
https://hh.ru/vacancy/112055498?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер отдела логистики,Информация отсутствует,Информация отсутствует,ООО МФК-профит,Москва,Волгоградский проспект
https://hh.ru/vacancy/109543355?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Специалист по логистике,Информация отсутствует,Информация отсутствует,ООО КристЭл Системс,Москва,Воронцовская
https://hh.ru/vacancy/110866577?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Ледексо-Логистика,Москва,Информация отсутствует
https://hh.ru/vacancy/112547785?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Младший специалист отдела логистики,Информация отсутствует,Информация отсутствует,ООО ТрансЛом,Москва,Информация отсутствует
https://hh.ru/vacancy/111310211?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ИП Берет Александр Олегович,Москва,Информация отсутствует
